서울특별시,종로구,32,91.9,132.7
서울특별시,중구,20.7,161.1,62.7
서울특별시,용산구,9.7,79.9,15.7
서울특별시,성동구,23.7,56.7,103.8
서울특별시,광진구,27.6,60.1,130.9
서울특별시,동대문구,21.1,95.4,134.1
서울특별시,중랑구,15.3,88.9,23.1
서울특별시,성북구,18.7,91.9,32.2
서울특별시,강북구,11.5,66,17.8
서울특별시,도봉구,9,57.4,110
서울특별시,노원구,7,105.2,26.9
서울특별시,은평구,26.6,40.8,111.7
서울특별시,서대문구,11,88.1,127.7
서울특별시,마포구,13.8,116.4,122.2
서울특별시,양천구,13,78.4,43.4
서울특별시,강서구,23.2,103.6,82.3
서울특별시,구로구,23.8,109.2,26.8
서울특별시,금천구,67.9,0,42.2
서울특별시,영등포구,24.4,99.3,47.1
서울특별시,동작구,21.1,66.8,51.7
서울특별시,관악구,96.1,29.4,31.6
서울특별시,서초구,46.6,113.4,59.4
서울특별시,강남구,42.4,200.3,136.9
서울특별시,송파구,56.7,121.4,243.1
서울특별시,강동구,44.5,63.3,167.3
부산광역시,중구,6.3,42.6,21.4
부산광역시,서구,5.6,32,32.9
부산광역시,동구,4.7,24.6,50.5
부산광역시,영도구,3.4,26.6,67.2
부산광역시,부산광역시진구,52.2,2.4,107.2
부산광역시,동래구,26.9,1.1,112.8
부산광역시,남구,25.3,4.9,109.6
부산광역시,북구,28.5,5.5,129.9
부산광역시,해운대구광역시,9.2,100,132.9
부산광역시,사하구,6.1,101.4,107.7
부산광역시,금정구,22.2,0.1,126.7
부산광역시,강서구,7.7,40.7,24.1
부산광역시,연제구,19.8,0.4,78.8
부산광역시,수영구,17,0,19.7
부산광역시,사상구,30,12.8,53.1
부산광역시,기장군,3.4,44.4,46.2
대구광역시,중구,89.5,8.3,41.3
대구광역시,동구,119.4,65.6,78.6
대구광역시,서구,109.7,28.5,45.4
대구광역시,남구,70.4,41,35.2
대구광역시,북구,233.9,53.3,72.2
대구광역시,수성구,160.2,46.2,96.5
대구광역시,달서구,268.6,90.3,135.9
대구광역시,달성군,124.3,23.3,21.3
인천광역시,중구,18.9,41.7,37.7
인천광역시,동구,8.9,11.2,1.2
인천광역시,남구,0,0,0
인천광역시,연수구,0,0,0
인천광역시,남동구,18,103.1,139.8
인천광역시,부평구,38.2,108.3,42.1
인천광역시,계양구,18.6,59,24.8
인천광역시,서구,0,0,16.8
인천광역시,강화군,15.2,0.7,12.7
인천광역시,옹진군,0.6,6.2,6.3
인천광역시,경제청,0,19.8,0.3
광주광역시,동구,49.2,5.2,2.7
광주광역시,서구,25.3,78.1,131.9
광주광역시,남구,54.4,6,75.9
광주광역시,북구,51.7,84.2,115.6
광주광역시,광산구,27.9,64.5,136.6
대전광역시,동구,40.9,41.2,71.8
대전광역시,중구,46.7,32.1,0
대전광역시,서구,90.7,66.8,151.6
대전광역시,유성구,27.2,48.1,57
대전광역시,대덕구,35,37.5,0
울산광역시,중구,18.2,94.4,142.2
울산광역시,남구,19,176.6,110
울산광역시,동구,5.2,80.5,44.3
울산광역시,북구,24.9,96.5,58.3
울산광역시,울주군,3,94.7,55.7
세종특별자치시,세종시,8.6,35.4,38.9
경기도,수원시,0,458.7,456.9
경기도,성남시,63,220,108.8
경기도,의정부시,3.7,351.1,295.9
경기도,안양시,67.9,274.1,52.2
경기도,부천시,20.9,214.4,304.2
경기도,광명시,68.8,137.6,240.3
경기도,평택시,20.2,146.6,179.4
경기도,동두천시,10.5,185.2,133.8
경기도,안산시,31.6,165,152.6
경기도,고양시,91.1,72.2,110.9
경기도,과천시,1.3,121,131.7
경기도,구리시,150.9,32.9,153.8
경기도,남양주시,0,135.9,74.1
경기도,오산시,55,57.4,93.4
경기도,시흥시,12.1,104.1,26
경기도,군포시,0,74.9,95.8
경기도,의왕시,0,93.8,16.4
경기도,하남시,10.2,52.3,71.4
경기도,용인시,0,56.2,75.7
경기도,파주시,0,68.2,7.1
경기도,이천시,17.6,42.9,44.9
경기도,안성시,5.7,59.9,53.8
경기도,김포시,10.5,53.5,90.4
경기도,화성시,16.4,26.4,51
경기도,광주광역시시,0,62.1,47.3
경기도,양주시,14.5,20.4,48
경기도,포천시,4.8,28,21.1
경기도,여주시,0,29.3,27.1
경기도,연천군,1.6,52.3,11.9
경기도,가평군,25.8,0,14.7
경기도,양평군,2.1,25.1,16.2
강원도,춘천시,23.2,135.6,11.6
강원도,원주시,60.9,0,96.6
강원도,강릉시,122.1,11.9,11.6
강원도,동해시,78.9,0,29.8
강원도,태백시,5.5,23.5,35
강원도,속초시,48.3,68,30.5
강원도,삼척시,64.7,0,14.8
강원도,홍천군,3.2,37.7,5.4
강원도,횡성군,9.7,15.2,15.4
강원도,영월군,3.6,12.1,13.5
강원도,평창군,2.1,6.3,28.4
강원도,정선군,17.9,4.1,13
강원도,철원군,29.5,15.8,4.6
강원도,화천군,23.9,13.1,11.8
강원도,양구군,0,11,8.6
강원도,인제군,30.3,16.4,25.8
강원도,고성군,18.7,31.8,7.7
강원도,양양군,3.6,32.1,6.6
충청북도,청주시,77.1,245.1,567.4
충청북도,충주시,24.9,76,14.5
충청북도,제천시,53.6,27.9,41.5
충청북도,보은군,6.8,19.1,10
충청북도,옥천군,8.5,30.9,4.3
충청북도,영동군,2.4,25.4,19.6
충청북도,증평군,13.2,7.4,21.7
충청북도,진천군,1.4,15.9,31.7
충청북도,괴산군,18.6,2.3,26.6
충청북도,음성군,6.1,36.8,6.1
충청북도,단양군,8.8,14.1,15
충청남도,천안시,103.5,193,423.7
충청남도,공주시,1,42.2,29.4
충청남도,보령시,0,50.8,27
충청남도,아산시,5.7,133,18.6
충청남도,서산시,0,72,25.6
충청남도,논산시 ,39.9,45.5,56.9
충청남도,계룡시,1,19.9,0
충청남도,당진시,5.8,66.1,44.6
충청남도,금산군,26.8,0,15.9
충청남도,부여군,23,0,3.1
충청남도,서천군,12.6,10.6,7.1
충청남도,청양군,2.3,15.5,5.4
충청남도,홍성군,1.4,29.9,13.4
충청남도,예산군,1.4,31.5,4.5
충청남도,태안군,0,31.8,35
전라북도,전주시,38.5,159,493.6
전라북도,군산시,146.3,0,5.9
전라북도,익산시,0,120.1,126.2
전라북도,정읍시,12.1,36.4,30.8
전라북도,남원시,42.2,0,5.4
전라북도,김제시,4.2,19.6,40.8
전라북도,완주군,1.2,15.7,48.2
전라북도,진안군,15.1,0,3.8
전라북도,무주군,9.4,0,13.8
전라북도,장수군,15.6,0,8
전라북도,임실군,9.3,0,6.1
전라북도,순창군,8.6,0,5.7
전라북도,고창군,13.2,0,30.5
전라북도,부안군,13.3,0,26
전라남도,목포시,163.3,0,76.1
전라남도,여수시,172.4,76.8,97.8
전라남도,순천시,33.7,0,206.6
전라남도,나주시,23.6,0,18
전라남도,광양시,125.9,0,49.4
전라남도,담양군,8.7,20.2,5.2
전라남도,곡성군,11.7,0,5
전라남도,구례군,0,0,0
전라남도,고흥군,19.2,23,21.5
전라남도,보성군,1.2,15,17.8
전라남도,화순군,12.7,0,11.6
전라남도,장흥군,10.2,9.1,5.5
전라남도,강진군,6.9,8.1,13.8
전라남도,해남군,4.9,10.2,39
전라남도,영암군,0,32.1,9
전라남도,무안군,14.6,34.3,19.6
전라남도,함평군,4.5,9.7,1.6
전라남도,영광군,0.4,36.2,2.5
전라남도,장성군,6.2,15,3.5
전라남도,완도군,8.5,33,10.5
전라남도,진도군,0.3,19.2,6.6
전라남도,신안군,5.2,21.1,13.5
경상북도,포항시,300.9,0,45.8
경상북도,경주시,15.7,107.1,144.1
경상북도,김천시,8.6,51.4,23.2
경상북도,안동시,96.4,4.5,174.6
경상북도,구미시,10.1,180.4,163.5
경상북도,영주시,85.3,0,1.4
경상북도,영천시,1,0,18.7
경상북도,상주시,9.6,44.5,24.8
경상북도,문경시,28.8,43.2,31.3
경상북도,경산시,36.6,58.9,6.1
경상북도,군위군,8.3,0,4.6
경상북도,의성군,14.3,10.2,10.4
경상북도,청송군,2.8,14.8,9.5
경상북도,영양군,9.5,1.2,2.8
경상북도,영덕군,10.9,27.1,7.2
경상북도,청도군,3.3,5.8,8.3
경상북도,고령군,1.8,16.3,5.6
경상북도,성주군,4.6,15.2,17.8
경상북도,칠곡군,2.6,31.2,4.5
경상북도,예천군,2.1,0,1.7
경상북도,봉화군,32.7,1.3,24.8
경상북도,울진군,8.9,17.7,23.4
경상북도,울릉군,8.2,3.5,0.6
경상남도,창원시,87.8,450.5,407.5
경상남도,진주시,165.5,0,141
경상남도,통영시,42.9,92.3,29.8
경상남도,사천시,64.2,39.1,58.5
경상남도,김해시,23.7,161.9,160.7
경상남도,밀양시,8.1,41.2,16
경상남도,거제시,3,105.7,86.9
경상남도,양산시,59.3,68.7,77.8
경상남도,의령군,2.4,0.3,13.1
경상남도,함안군,0.9,34.5,5.8
경상남도,창녕군,5.5,16.9,13.8
경상남도,고성군,0.8,16.8,11.8
경상남도,남해군,8.8,0,22.4
경상남도,하동군,21.4,11.2,6.4
경상남도,산청군,11.6,9.8,2.9
경상남도,함양군,10.1,15.2,7.4
경상남도,거창군,10.5,32.1,3.6
경상남도,합천군,10.8,11.2,12
제주특별자치도,제주시,204,164.4,152.3
제주특별자치도,서귀포시,74.6,62.1,70.4
