서울특별시,707.4,2184.9,2083.3
부산광역시,268.3,439.5,1220.7
대구광역시,1176,356.5,526.4
인천광역시,118.4,350,281.7
광주광역시,208.5,238,462.7
대전광역시,240.5,225.7,280.4
울산광역시,70.3,542.7,410.5
세종특별자치시,8.6,35.4,38.9
경기도,706.2,3421.5,3206.8
강원도,546.1,434.6,370.7
충청북도,221.4,500.9,758.4
충청남도,224.4,741.8,710.2
전라북도,329,350.8,844.8
전라남도,634.1,363,634.1
경상북도,703,634.3,754.7
경상남도,537.3,1107.4,1077.4
제주특별자치도,278.6,226.5,222.7
